CustomerID,TypeOfIncident,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,MonthOfIncident
Cust39015,Multi-vehicle Collision,Minor Damage,Other,State5,City5,YES,1,3,,56866,6098,10215,40553,2
Cust39016,Multi-vehicle Collision,Minor Damage,Fire,State5,City2,YES,1,3,,67267,7474,7834,51959,1
Cust39018,Multi-vehicle Collision,Minor Damage,Other,State7,City7,YES,1,0,NO,51565,5729,5908,39928,1
Cust39019,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City2,YES,1,3,YES,56398,6059,10251,40088,2
Cust3902,Single Vehicle Collision,Major Damage,Fire,State5,City7,YES,0,3,YES,75226,7476,14483,53267,1
Cust39020,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City2,YES,1,3,NO,49226,5470,10050,33706,2
Cust39021,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City2,YES,1,1,NO,51123,5680,6691,38752,1
Cust39022,Multi-vehicle Collision,Major Damage,Ambulance,State8,City3,NO,1,2,,54731,7239,7239,40253,2
Cust39024,Multi-vehicle Collision,Major Damage,Ambulance,State8,City3,NO,0,2,,57191,8724,8724,39743,1
Cust39025,Multi-vehicle Collision,Major Damage,Ambulance,State8,City6,NO,1,3,,55749,7128,6078,42543,2
Cust39026,Multi-vehicle Collision,Major Damage,Ambulance,State8,City6,NO,1,3,,52290,5520,8127,38643,2
Cust39027,Multi-vehicle Collision,Major Damage,Ambulance,State8,City6,NO,1,3,,52269,5450,8667,38152,2
Cust39028,Multi-vehicle Collision,Major Damage,Ambulance,State8,City6,NO,0,2,,56038,8028,8028,39982,1
Cust39029,Multi-vehicle Collision,Major Damage,Ambulance,State5,City6,NO,1,2,,55261,7559,7559,40143,2
Cust3903,Single Vehicle Collision,Major Damage,Fire,State5,City1,YES,1,3,YES,68502,13385,7166,47951,1
Cust39030,Multi-vehicle Collision,Major Damage,Ambulance,State5,City6,NO,0,1,,58086,9264,9264,39558,1
Cust39031,Single Vehicle Collision,Minor Damage,Police,State5,City7,,0,0,,,13798,6290,46568,1
Cust39032,Multi-vehicle Collision,Minor Damage,Police,State5,City7,,1,0,,64479,12409,6134,45936,1
Cust39033,Single Vehicle Collision,Minor Damage,Police,State5,City5,,1,0,,52762,5685,5685,41392,1
Cust39034,Multi-vehicle Collision,Minor Damage,Police,State5,City5,,1,0,,59113,8078,8078,42957,1
Cust39035,Single Vehicle Collision,Minor Damage,Police,State5,City5,,1,0,,57172,7747,5610,43815,1
Cust39036,Single Vehicle Collision,Minor Damage,Police,State5,City7,,1,0,,62316,11029,5979,45308,1
Cust39038,Multi-vehicle Collision,Minor Damage,Fire,State5,City5,NO,0,1,,64603,10709,10709,43185,2
Cust3904,Multi-vehicle Collision,Total Loss,Ambulance,State5,City2,,0,2,,81004,12462,12462,56080,2
Cust39040,Single Vehicle Collision,Minor Damage,Fire,State8,City3,,1,2,YES,72671,14534,12430,45707,2
Cust39041,Single Vehicle Collision,Total Loss,Police,State8,City5,,2,2,YES,67024,6646,6646,53732,1
Cust39043,Single Vehicle Collision,Total Loss,Police,State8,City3,,2,2,YES,69111,12545,12545,44021,2
Cust39044,Single Vehicle Collision,Total Loss,Police,State8,City3,,2,2,YES,68115,11873,11873,44369,2
Cust39046,Single Vehicle Collision,Total Loss,Police,State8,City3,,2,2,YES,68481,12120,12120,44241,2
Cust39047,Single Vehicle Collision,Major Damage,Police,State8,City5,,2,2,YES,67203,6938,6938,53327,1
Cust39050,Parked Car,Minor Damage,None,State5,City7,,1,2,YES,5691,944,944,3803,1
Cust39051,Parked Car,Minor Damage,None,State5,City7,,1,3,YES,5994,998,998,3998,2
Cust39053,Parked Car,Minor Damage,None,State5,City7,,1,3,YES,5933,977,977,3979,2
Cust39054,Parked Car,Minor Damage,None,State5,City7,,1,1,YES,5644,905,905,3834,1
Cust39056,Parked Car,Trivial Damage,None,State5,City7,,1,3,YES,5826,1057,1057,3712,1
Cust39058,Multi-vehicle Collision,Major Damage,Fire,State7,City2,,0,2,,66210,13125,7149,45936,1
Cust3906,Multi-vehicle Collision,Total Loss,Fire,State7,City7,YES,0,1,YES,52848,5131,8464,39253,2
Cust39060,Multi-vehicle Collision,Major Damage,Ambulance,State8,City7,,0,0,,43153,6269,6269,30615,1
Cust39061,Multi-vehicle Collision,Major Damage,Fire,State5,City2,,0,1,,62994,12359,7377,43258,1
Cust39062,Multi-vehicle Collision,Minor Damage,Fire,State7,City2,,0,1,,62128,12153,7438,42537,1
Cust39063,Multi-vehicle Collision,Major Damage,Fire,State8,City7,,0,0,,40779,4827,4827,31125,1
Cust39064,Multi-vehicle Collision,Minor Damage,Fire,State5,City1,,0,0,,46520,8458,7667,30395,1
Cust39065,Multi-vehicle Collision,Major Damage,Fire,State5,City2,,0,0,,40146,4443,4443,31260,1
Cust39066,Multi-vehicle Collision,Major Damage,Fire,State5,City2,,0,0,,38618,3515,3515,31588,1
Cust39067,Parked Car,Trivial Damage,None,State7,City4,NO,2,2,,5390,910,910,3570,2
Cust39068,Parked Car,Trivial Damage,None,State7,City1,NO,1,3,NO,4359,788,788,2783,1
Cust39069,Parked Car,Minor Damage,None,State7,City1,NO,1,1,NO,6092,698,698,4696,1
Cust39070,Parked Car,Minor Damage,None,State7,City4,NO,1,3,NO,4561,812,812,2937,1
Cust39071,Parked Car,Minor Damage,None,State7,City4,NO,2,2,,4972,861,861,3250,2
Cust39074,Parked Car,Minor Damage,None,State7,City3,NO,1,1,NO,6214,692,692,4830,1
Cust39078,Multi-vehicle Collision,Minor Damage,Police,State4,City7,YES,0,2,NO,41198,6018,6341,28839,1
Cust39079,Multi-vehicle Collision,Minor Damage,Police,State4,City1,YES,0,0,NO,63874,13645,7910,42319,1
Cust39080,Multi-vehicle Collision,Minor Damage,Other,State4,City4,YES,0,1,NO,85720,15189,12482,58049,1
Cust39081,Multi-vehicle Collision,Minor Damage,Police,State5,City1,YES,0,0,NO,71478,14713,7879,48886,1
Cust39082,Multi-vehicle Collision,Minor Damage,Police,State5,City1,YES,0,0,,53992,12256,7951,33785,1
Cust39083,Multi-vehicle Collision,Minor Damage,Other,State4,City4,NO,0,0,NO,79439,15634,8452,55353,1
Cust39084,Multi-vehicle Collision,Total Loss,Police,State4,City7,YES,0,2,NO,48554,7927,6639,33988,1
Cust39086,Single Vehicle Collision,Total Loss,Other,State7,City5,YES,1,3,YES,68920,9416,9416,50088,2
Cust39088,Single Vehicle Collision,Minor Damage,Police,State7,City1,NO,1,3,YES,69179,7656,7792,53731,2
Cust39089,Single Vehicle Collision,Total Loss,Police,State7,City4,NO,1,3,YES,70319,8285,8285,53749,2
Cust3909,Single Vehicle Collision,Major Damage,Ambulance,State7,City4,NO,1,2,NO,63596,5997,11994,45605,1
Cust39090,Single Vehicle Collision,Total Loss,Police,State7,City1,NO,1,3,YES,56591,6029,7194,43368,2
Cust39091,Single Vehicle Collision,Minor Damage,Police,State7,City5,YES,1,3,YES,65641,7199,7624,50818,2
Cust39092,Single Vehicle Collision,Total Loss,Police,State7,City1,NO,2,3,YES,36684,3455,6249,26980,2
Cust39093,Single Vehicle Collision,Total Loss,Police,State9,City3,YES,1,3,YES,70547,8007,7754,54786,2
Cust39095,Multi-vehicle Collision,Total Loss,Other,State7,City7,NO,0,2,NO,68510,12812,7393,48305,1
Cust39096,Multi-vehicle Collision,Total Loss,Police,State7,City7,NO,0,2,YES,78156,7665,12565,57926,1
Cust39097,Multi-vehicle Collision,Total Loss,Police,State7,City7,NO,0,2,YES,70219,13515,8638,48066,1
Cust39098,Multi-vehicle Collision,Total Loss,Police,State7,City7,NO,0,2,NO,61555,11795,10136,39624,2
Cust3910,Single Vehicle Collision,Major Damage,Ambulance,State3,City4,NO,1,2,NO,47970,4899,8779,34292,1
Cust39100,Multi-vehicle Collision,Total Loss,Police,State9,City5,NO,0,2,,62311,12183,9835,40293,2
Cust39102,Multi-vehicle Collision,Total Loss,Police,State7,City7,NO,0,2,NO,70043,13645,8551,47847,1
Cust39105,Single Vehicle Collision,Minor Damage,Other,State9,City2,NO,0,3,,44684,5762,4865,34057,2
Cust39106,Parked Car,Minor Damage,Police,State9,City2,NO,0,3,,35971,3977,4067,27927,2
Cust39107,Single Vehicle Collision,Major Damage,Police,State9,City2,NO,0,2,,49044,9340,4963,34741,2
Cust39108,Parked Car,Minor Damage,Police,State9,City2,,0,3,,29186,3205,3376,22605,2
Cust3911,Single Vehicle Collision,Major Damage,Fire,State3,City3,,1,3,NO,43288,4355,6401,32532,1
Cust39110,Single Vehicle Collision,Minor Damage,Other,State9,City2,NO,0,3,,56023,5361,9247,41415,2
Cust39112,Single Vehicle Collision,Total Loss,Fire,State9,City3,,1,1,YES,56912,11963,5981,38968,1
Cust39114,Single Vehicle Collision,Total Loss,Ambulance,State9,City3,YES,1,1,NO,62695,11194,6966,44535,1
Cust39115,Single Vehicle Collision,Total Loss,Police,State9,City3,,1,1,YES,60739,13480,6740,40519,1
Cust39117,Single Vehicle Collision,Total Loss,Police,State9,City3,YES,1,2,NO,66396,11437,9164,45795,1
Cust39118,Single Vehicle Collision,Total Loss,Fire,State9,City3,NO,1,1,NO,55165,11270,5635,38260,1
Cust39119,Single Vehicle Collision,Total Loss,Police,State9,City3,,1,2,NO,51763,9921,4960,36882,1
Cust3912,Multi-vehicle Collision,Major Damage,Fire,State7,City5,NO,1,2,NO,63740,6131,8564,49045,1
Cust39120,Single Vehicle Collision,Total Loss,Police,State9,City3,NO,1,2,NO,67208,11133,9515,46560,1
Cust39121,Multi-vehicle Collision,Total Loss,Police,State9,City3,,2,3,NO,78094,15286,8475,54333,2
Cust39122,Multi-vehicle Collision,Total Loss,Police,State9,City1,,2,3,NO,76381,14609,8973,52799,2
Cust39123,Multi-vehicle Collision,Major Damage,Police,State9,City6,,1,3,YES,74279,12380,12380,49519,2
Cust39124,Multi-vehicle Collision,Major Damage,Police,State9,City1,,1,3,YES,78317,13053,13053,52211,2
Cust39126,Multi-vehicle Collision,Total Loss,Fire,State9,City3,,2,3,YES,68998,11691,11117,46190,2
Cust39127,Multi-vehicle Collision,Total Loss,Police,State6,City1,,2,2,YES,65359,3204,13456,48699,2
Cust39129,Multi-vehicle Collision,Total Loss,Fire,State9,City1,,2,3,NO,68251,11396,11334,45521,2
Cust3913,Multi-vehicle Collision,Major Damage,Fire,State7,City5,NO,2,2,NO,55665,5148,9337,41180,1
Cust39130,Parked Car,Minor Damage,None,State9,City1,NO,1,1,YES,5284,1148,720,3416,1
Cust39131,Parked Car,Minor Damage,None,State7,City1,NO,1,0,YES,5176,950,482,3744,1
Cust39132,Parked Car,Minor Damage,None,State7,City1,NO,0,1,NO,4701,940,470,3291,1
Cust39133,Parked Car,Minor Damage,None,State9,City1,NO,1,1,NO,5316,1206,791,3319,1
Cust39134,Parked Car,Trivial Damage,None,State5,City3,NO,1,0,NO,4309,783,392,3134,2
Cust39137,Parked Car,Minor Damage,None,State7,City3,NO,1,0,NO,4844,881,440,3523,1
Cust3914,Single Vehicle Collision,Major Damage,Ambulance,State4,City7,YES,0,1,NO,62867,6662,10420,45785,1
Cust39140,Single Vehicle Collision,Total Loss,Ambulance,State4,City6,,0,3,YES,57873,5851,5851,46171,1
Cust39141,Single Vehicle Collision,Total Loss,Other,State4,City6,YES,0,3,YES,57983,5903,5903,46177,1
Cust39144,Single Vehicle Collision,Minor Damage,Ambulance,State4,City6,YES,1,1,,58964,6363,6363,46238,1
Cust39145,Single Vehicle Collision,Total Loss,Ambulance,State5,City6,,0,3,,52431,7062,7062,38307,1
Cust39146,Single Vehicle Collision,Minor Damage,Fire,State7,City6,YES,2,3,YES,75277,11827,6453,56997,1
Cust39148,Multi-vehicle Collision,Total Loss,Other,State8,City4,NO,0,2,NO,67558,9115,9115,49328,1
Cust39149,Multi-vehicle Collision,Total Loss,Other,State3,City4,NO,0,3,NO,56736,9456,6782,40498,2
Cust3915,Single Vehicle Collision,Major Damage,Ambulance,State4,City2,YES,0,1,NO,62120,6626,10766,44728,1
Cust39150,Multi-vehicle Collision,Total Loss,Other,State8,City7,NO,0,3,NO,59890,9982,7565,42343,2
Cust39151,Multi-vehicle Collision,Total Loss,Police,State8,City4,NO,0,2,NO,70683,12801,10760,47122,1
Cust39152,Multi-vehicle Collision,Total Loss,Police,State8,City4,NO,0,2,NO,63128,11951,9092,42085,2
Cust39153,Multi-vehicle Collision,Total Loss,Other,State3,City7,NO,0,3,NO,60349,10058,7679,42612,2
Cust39154,Multi-vehicle Collision,Total Loss,Other,State8,City7,NO,0,3,NO,61397,10233,7939,43225,2
Cust39155,Multi-vehicle Collision,Total Loss,Other,State8,City4,NO,0,2,NO,79596,12297,12297,55002,1
Cust39156,Multi-vehicle Collision,Total Loss,Other,State8,City4,NO,0,2,YES,79169,12184,12184,54801,1
Cust39157,Vehicle Theft,Trivial Damage,None,State9,City3,NO,0,2,YES,5740,875,1044,3821,1
Cust39159,Vehicle Theft,Minor Damage,Police,State9,City3,NO,1,0,YES,6834,1190,674,4970,2
Cust3916,Multi-vehicle Collision,Major Damage,Fire,State7,City2,,0,2,YES,48845,5331,6199,37315,1
Cust39161,Vehicle Theft,Minor Damage,None,State5,City3,NO,1,0,NO,5749,556,748,4445,1
Cust39162,Vehicle Theft,Trivial Damage,None,State6,City3,NO,1,0,YES,5701,796,759,4146,2
Cust39165,Vehicle Theft,Minor Damage,None,State5,City3,NO,1,0,YES,6042,591,724,4727,1
Cust39166,Single Vehicle Collision,Minor Damage,Ambulance,State7,City2,YES,0,2,,56135,9022,9022,38091,1
Cust39167,Single Vehicle Collision,Minor Damage,Ambulance,State9,City5,YES,0,2,,52423,8110,5539,38774,1
Cust39169,Single Vehicle Collision,Total Loss,Ambulance,State9,City5,YES,1,1,NO,57698,10344,10344,37010,1
Cust3917,Multi-vehicle Collision,Major Damage,Fire,State7,City4,NO,0,2,YES,48282,5343,5343,37596,1
Cust39170,Single Vehicle Collision,Minor Damage,Fire,State9,City5,YES,0,3,,48246,6140,6140,35966,1
Cust39172,Single Vehicle Collision,Minor Damage,Ambulance,State6,City5,YES,0,2,,49290,6768,6768,35754,1
Cust39173,Single Vehicle Collision,Total Loss,Ambulance,State9,City5,YES,0,2,,49114,6693,6693,35728,1
Cust39174,Single Vehicle Collision,Minor Damage,Ambulance,State9,City6,YES,1,2,,52741,8236,8236,36269,1
Cust39175,Single Vehicle Collision,Total Loss,Other,State5,City6,YES,0,2,NO,65196,7300,6520,51376,2
Cust39176,Single Vehicle Collision,Total Loss,Fire,State5,City1,YES,1,1,NO,42174,5740,4554,31880,1
Cust39177,Single Vehicle Collision,Total Loss,Other,State5,City2,YES,0,0,NO,47641,8803,4764,34074,1
Cust39178,Single Vehicle Collision,Total Loss,Other,State5,City1,YES,1,1,NO,42997,6663,4542,31792,1
Cust39180,Single Vehicle Collision,Total Loss,Other,State5,City5,YES,0,0,NO,55510,8126,7783,39601,1
Cust39182,Single Vehicle Collision,Total Loss,Other,State5,City5,YES,1,0,NO,60668,7683,9405,43580,1
Cust39183,Single Vehicle Collision,Total Loss,Fire,State5,City6,YES,0,0,NO,43986,7771,4527,31688,1
Cust39184,Multi-vehicle Collision,Major Damage,Police,State9,City1,YES,0,3,YES,63859,11611,8302,43946,2
Cust39185,Multi-vehicle Collision,Major Damage,Police,State9,City1,YES,0,3,YES,64109,11656,8391,44062,2
Cust39187,Multi-vehicle Collision,Total Loss,Police,State5,City4,YES,0,2,YES,84521,15785,13488,55248,2
Cust39188,Multi-vehicle Collision,Major Damage,Police,State7,City7,YES,0,3,YES,61803,11237,7576,42990,2
Cust39191,Multi-vehicle Collision,Total Loss,Police,State8,City7,,0,3,YES,76775,10589,10589,55597,2
Cust39192,Multi-vehicle Collision,Total Loss,Police,State9,City7,YES,0,3,YES,54892,9980,5135,39777,2
Cust39193,Single Vehicle Collision,Minor Damage,Police,State9,City3,NO,2,1,NO,60446,13056,7375,40015,1
Cust39195,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,1,NO,78385,13216,13216,51953,1
Cust39196,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,1,NO,74515,11995,11995,50525,1
Cust39197,Single Vehicle Collision,Minor Damage,Fire,State9,City2,NO,2,1,NO,76227,11184,13448,51595,1
Cust39199,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,1,NO,70148,14040,10505,45603,1
Cust3920,Multi-vehicle Collision,Major Damage,Fire,State7,City1,NO,0,2,NO,64891,6489,7348,51054,1
Cust39200,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,2,NO,63612,5482,10630,47500,1
Cust39201,Single Vehicle Collision,Minor Damage,Fire,State9,City2,NO,2,1,NO,73932,11811,11811,50310,1
Cust39202,Multi-vehicle Collision,Major Damage,Fire,State4,City3,NO,1,2,NO,48022,9988,4994,33040,2
Cust39203,Multi-vehicle Collision,Major Damage,Fire,State4,City3,NO,1,2,NO,48017,9918,4959,33140,2
Cust39205,Multi-vehicle Collision,Major Damage,Fire,State4,City4,,1,3,NO,62499,9064,8213,45222,2
Cust39206,Multi-vehicle Collision,Major Damage,Fire,State4,City3,NO,2,2,,48039,10314,5157,32568,2
Cust39207,Multi-vehicle Collision,Major Damage,Fire,State7,City3,NO,0,2,NO,59061,11169,5585,42307,2
Cust39208,Multi-vehicle Collision,Major Damage,Fire,State6,City4,,1,3,NO,68993,8824,9742,50427,2
Cust39209,Multi-vehicle Collision,Major Damage,Fire,State4,City3,NO,0,2,NO,62252,11622,5811,44819,2
Cust3921,Multi-vehicle Collision,Major Damage,Fire,State5,City1,NO,0,1,,70037,7004,13451,49582,1
Cust39210,Multi-vehicle Collision,Major Damage,Fire,State7,City3,NO,1,3,NO,48887,9726,4863,34298,2
Cust39211,Vehicle Theft,Minor Damage,Police,State8,City3,YES,0,0,YES,3701,673,604,2424,2
Cust39212,Vehicle Theft,Minor Damage,Police,State8,City3,NO,0,0,YES,4182,812,529,2841,2
Cust39214,Vehicle Theft,Minor Damage,Police,State4,City3,NO,1,0,YES,4602,794,794,3014,2
Cust39215,Vehicle Theft,Minor Damage,Police,State9,City3,NO,0,0,YES,4725,942,486,3297,2
Cust39217,Vehicle Theft,Minor Damage,Police,State8,City3,NO,1,1,YES,6321,1149,632,4540,1
Cust39219,Vehicle Theft,Minor Damage,Police,State9,City3,NO,0,0,YES,3781,715,562,2504,2
Cust3922,Multi-vehicle Collision,Major Damage,Fire,State6,City7,,1,0,NO,86381,14532,14262,57587,2
Cust39220,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City4,NO,1,2,YES,57537,11507,5754,40276,1
Cust39221,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City4,NO,1,2,YES,46120,9224,7593,29303,1
Cust39223,Multi-vehicle Collision,Total Loss,Ambulance,State5,City6,NO,0,3,YES,59109,11822,5911,41376,2
Cust39224,Multi-vehicle Collision,Total Loss,Ambulance,State5,City4,NO,1,2,YES,57833,11567,5783,40483,1
Cust39225,Multi-vehicle Collision,Total Loss,Ambulance,State5,City6,NO,0,3,YES,58487,11697,5849,40941,2
Cust39227,Multi-vehicle Collision,Minor Damage,Other,State5,City4,YES,1,2,YES,46979,9396,7448,30135,1
Cust39229,Vehicle Theft,Trivial Damage,Police,State8,City7,,2,1,NO,8069,1407,704,5958,1
Cust3923,Multi-vehicle Collision,Major Damage,Other,State6,City2,NO,2,1,YES,73173,12579,10431,50163,1
Cust39231,Vehicle Theft,Minor Damage,Police,State8,City1,,2,3,,4022,469,853,2700,1
Cust39232,Vehicle Theft,Trivial Damage,Police,State8,City7,,1,2,NO,8529,1434,717,6378,1
Cust39234,Vehicle Theft,Minor Damage,Police,State8,City2,,2,1,NO,7997,1403,702,5892,1
Cust39235,Vehicle Theft,Trivial Damage,Police,State8,City2,,2,3,,4561,70,557,3934,1
Cust39237,Vehicle Theft,Trivial Damage,Police,State8,City1,,2,2,NO,5228,777,798,3653,1
Cust39239,Single Vehicle Collision,Total Loss,Police,State8,City1,NO,0,0,,62039,6352,6352,49335,2
Cust3924,Multi-vehicle Collision,Major Damage,Police,State9,City7,YES,2,0,,71666,11222,10584,49860,1
Cust39240,Single Vehicle Collision,Total Loss,Police,State8,City6,NO,0,0,,63762,6922,6922,49918,2
Cust39241,Multi-vehicle Collision,Total Loss,Police,State8,City4,NO,0,2,NO,59097,10858,7988,40251,2
Cust39242,Single Vehicle Collision,Total Loss,Ambulance,State8,City1,NO,0,2,,91117,15462,15462,60193,2
Cust39243,Single Vehicle Collision,Total Loss,Police,State8,City1,NO,0,2,YES,99376,17813,17813,63750,2
Cust39245,Single Vehicle Collision,Total Loss,Police,State8,City2,NO,0,2,YES,83119,13185,13185,56749,1
Cust39246,Single Vehicle Collision,Total Loss,Police,State8,City6,NO,0,1,,68535,8501,8501,51533,2
Cust39247,Parked Car,Minor Damage,Police,State9,City4,NO,1,1,YES,3543,527,377,2639,2
Cust39248,Vehicle Theft,Minor Damage,Police,State9,City6,NO,0,0,YES,4450,876,508,3066,2
Cust39249,Parked Car,Minor Damage,Police,State9,City6,NO,0,0,YES,4788,956,479,3353,2
Cust3925,Multi-vehicle Collision,Major Damage,Police,State5,City1,YES,2,0,,70779,12935,6286,51558,1
Cust39250,Parked Car,Minor Damage,Police,State9,City6,NO,0,0,YES,4256,773,435,3048,2
Cust39251,Vehicle Theft,Minor Damage,Police,State7,City6,NO,1,1,YES,3528,581,368,2579,1
Cust39252,Parked Car,Minor Damage,Police,State9,City6,NO,0,0,YES,3897,649,406,2842,2
Cust39253,Vehicle Theft,Minor Damage,Police,State9,City6,NO,1,1,YES,3673,572,388,2713,2
Cust39255,Parked Car,Minor Damage,Police,State9,City6,NO,0,0,NO,4434,834,450,3150,2
Cust39256,Multi-vehicle Collision,Minor Damage,Fire,State7,City1,NO,0,0,NO,77684,9133,9133,59418,1
Cust39257,Single Vehicle Collision,Minor Damage,Other,State5,City1,NO,1,0,NO,62725,6935,6935,48855,1
Cust39258,Single Vehicle Collision,Minor Damage,Other,State5,City1,NO,1,0,NO,,7651,7651,56834,1
Cust39259,Single Vehicle Collision,Minor Damage,Other,State7,City1,NO,0,0,NO,84877,8620,8620,67637,1
Cust39260,Single Vehicle Collision,Minor Damage,Other,State7,City1,,1,0,NO,63816,9234,9234,45348,1
Cust39261,Single Vehicle Collision,Total Loss,Other,State5,City5,,0,0,NO,86040,15092,15092,55856,2
Cust39263,Single Vehicle Collision,Minor Damage,Police,State7,City5,,0,0,NO,87678,12820,12820,62038,2
Cust39264,Single Vehicle Collision,Minor Damage,Fire,State7,City5,NO,1,0,NO,73318,9164,9164,54990,1
Cust39265,Multi-vehicle Collision,Minor Damage,Fire,State4,City2,YES,0,1,,62610,11055,11457,40098,1
Cust39266,Multi-vehicle Collision,Total Loss,Fire,State7,City1,YES,1,1,,64991,8360,11403,45228,2
Cust39267,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City5,YES,0,0,,57943,6966,10417,40560,1
Cust3927,Single Vehicle Collision,Minor Damage,Fire,State6,City5,NO,1,1,,68454,13343,6671,48440,1
Cust39271,Multi-vehicle Collision,Minor Damage,Fire,State4,City2,YES,0,0,,62763,8557,12046,42160,1
Cust39272,Single Vehicle Collision,Minor Damage,Other,State4,City2,YES,0,1,,62636,10633,11556,40447,1
Cust39274,Multi-vehicle Collision,Major Damage,Police,State5,City4,NO,1,2,YES,55949,8429,10560,36960,2
Cust39276,Multi-vehicle Collision,Minor Damage,Other,State5,City4,NO,1,2,YES,56273,8682,10576,37015,2
