CustomerLoyaltyPeriod,Policy_CombinedSingleLimit,Policy_Deductible,PolicyAnnualPremium,UmbrellaLimit,InsuredRelationship,CustomerID,PolicyMonth,PolicyYear
258,250/500,500,1019.92,6659772,wife,Cust29108,3,2007
267,100/300,500,1057.28,6059137,wife,Cust29110,2,2010
207,100/300,810,1303.09,6000000,wife,Cust29111,2,2011
251,100/300,572,1106.39,6000000,wife,Cust29112,2,2010
30,250/500,1000,1400.97,0,other-relative,Cust29113,1,2003
10,250/500,1000,1363.67,0,not-in-family,Cust29114,3,2002
69,250/500,1000,1443.73,0,other-relative,Cust29116,1,1994
21,250/500,1000,1391.31,0,wife,Cust29117,1,2005
37,500/500,513,1473.67,0,husband,Cust29118,4,2006
40,250/500,1000,1411.7,0,wife,Cust29119,1,2001
17,250/500,1000,1382.95,0,other-relative,Cust29121,2,2004
220,100/300,790,1095.65,0,unmarried,Cust29122,12,2012
88,100/300,600,1254.36,0,unmarried,Cust29123,10,2010
181,100/1000,667,1324.97,0,other-relative,Cust29124,12,2013
123,100/300,704,1247.19,0,unmarried,Cust29125,10,2011
176,100/300,864,1236.16,0,unmarried,Cust29126,11,2011
116,100/300,683,1248.64,0,unmarried,Cust29127,10,2011
187,100/1000,715,1310.86,0,unmarried,Cust29128,12,2013
56,100/300,506,1260.88,0,unmarried,Cust29129,9,2010
160,100/300,502,1373.59,0,other-relative,Cust29130,12,2014
394,100/300,667,1362.63,0,own-child,Cust29131,6,1998
465,250/300,850,1477.99,0,not-in-family,Cust29132,4,1994
461,100/300,793,1445.95,0,not-in-family,Cust29133,4,1995
469,100/500,911,1512.73,0,not-in-family,Cust29134,4,1994
429,100/1000,500,1312.27,0,wife,Cust29136,5,1996
382,500/1000,500,1457.57,0,wife,Cust29137,4,1991
377,100/300,730,1393.66,0,own-child,Cust29138,7,1999
82,100/300,2000,1507.62,0,husband,Cust29140,2,1994
32,100/1000,1193,1835.96,0,wife,Cust29141,1,1996
32,100/300,1180,1841.9,0,wife,Cust29142,1,1996
47,250/500,2000,1562.98,3770509,unmarried,Cust29143,2,1999
80,100/500,2000,1502.61,0,husband,Cust29144,2,1994
70,100/500,2000,1481.63,0,husband,Cust29145,1,1994
87,250/300,2000,1518.52,0,husband,Cust29147,2,1994
64,100/300,1959,1491.33,0,husband,Cust29148,1,1994
82,500/1000,1000,1494.69,0,husband,Cust29149,8,1997
131,250/1000,1000,1872.19,0,husband,Cust29150,10,2008
140,500/500,1000,1854.15,0,husband,Cust29151,7,2001
110,100/1000,1000,1726.41,0,husband,Cust29153,10,2005
129,500/1000,1000,1875.63,0,other-relative,Cust29154,11,2009
135,500/1000,1000,1863.95,0,other-relative,Cust29155,9,2005
123,500/300,1000,1838.47,0,unmarried,Cust29156,11,2009
99,500/1000,1000,1634.45,0,unmarried,Cust29157,9,2002
77,500/1000,1281,1291.28,0,unmarried,Cust29158,7,1994
24,500/300,921,1764.88,0,not-in-family,Cust29160,9,1996
44,500/1000,735,1611.57,0,other-relative,Cust29163,8,1994
73,500/1000,885,1355.86,0,other-relative,Cust29166,6,1993
196,100/500,500,1413.76,0,own-child,Cust29169,7,2007
324,500/1000,500,1445.77,0,own-child,Cust29170,10,2002
286,500/1000,500,1526.83,0,own-child,Cust29173,6,2010
140,250/300,500,1346.12,0,own-child,Cust29174,8,2005
129,250/300,500,1332.85,0,own-child,Cust29175,8,2005
166,100/1000,2000,1534.92,0,unmarried,Cust29176,2,2010
187,100/1000,1861,1534.33,0,unmarried,Cust29178,2,2008
212,500/1000,2000,1570.69,0,unmarried,Cust29179,4,2002
168,100/300,1101,1439.71,0,other-relative,Cust29180,3,2007
171,100/1000,1243,1457.39,0,other-relative,Cust29182,3,2007
203,500/500,2000,1562.68,0,not-in-family,Cust29183,3,2004
71,100/300,857,1386.11,6858040,unmarried,Cust29185,9,1998
263,250/500,1000,1301.1,6000000,unmarried,Cust29186,12,1998
171,250/300,1000,1310.34,6000000,unmarried,Cust29187,11,1997
211,100/300,1000,1306.31,6000000,unmarried,Cust29189,11,1997
264,250/300,1000,1301.08,6000000,unmarried,Cust29190,12,1998
30,100/300,944,1350.11,6335665,own-child,Cust29192,9,1997
371,250/500,500,978.42,0,own-child,Cust29194,6,2001
298,250/500,500,865.71,0,not-in-family,Cust29195,3,1998
316,250/500,500,1236.87,0,wife,Cust29196,4,1993
293,500/500,500,880.84,0,wife,Cust29197,3,1998
347,250/500,500,939.75,0,own-child,Cust29199,5,2000
282,500/1000,500,924.53,0,wife,Cust29201,3,1999
326,250/500,500,907.4,0,wife,Cust29202,4,1999
293,250/500,2000,1224.88,0,husband,Cust29203,3,2003
253,250/500,2000,1293.77,0,husband,Cust29204,4,2008
231,250/300,2000,1263.28,0,other-relative,Cust29205,4,2008
226,100/500,2000,1339.07,0,not-in-family,Cust29206,4,2010
231,100/300,2000,1262.82,0,other-relative,Cust29209,4,2008
285,100/300,713,826.1,0,unmarried,Cust29213,11,2001
283,100/300,740,830.33,0,own-child,Cust29215,11,2001
252,100/1000,1000,1167.87,0,unmarried,Cust29216,7,2010
276,100/300,822,842.93,0,own-child,Cust29218,10,2000
260,100/1000,1000,907.31,0,unmarried,Cust29219,9,2001
252,100/300,1000,1167.6,0,unmarried,Cust29220,7,2010
296,250/500,1053,1159.02,315122,husband,Cust29221,6,2009
364,500/1000,2000,1214.23,6000000,husband,Cust29222,5,2010
318,500/300,1766,1267.14,6000000,own-child,Cust29223,5,2009
319,250/1000,1913,1327.51,5477704,wife,Cust29224,4,2008
316,100/300,1618,1218.1,6000000,husband,Cust29225,6,2010
310,250/500,1571,1260.54,3425722,wife,Cust29226,5,2008
362,500/500,2000,1220.36,6000000,husband,Cust29227,5,2010
354,250/1000,2000,1243.86,6000000,wife,Cust29228,5,2010
318,500/300,1788,1274.45,6000000,own-child,Cust29229,5,2009
81,500/1000,1597,1355.67,0,wife,Cust29231,1,2010
16,500/300,1000,1351.76,0,wife,Cust29232,2,2011
104,500/300,1000,1208.24,0,husband,Cust29233,4,2012
70,100/300,1000,1264.13,0,wife,Cust29234,3,2011
68,500/1000,1501,1359.11,0,wife,Cust29237,1,2010
23,100/300,1000,1339.63,0,wife,Cust29238,2,2011
327,100/1000,848,1505.86,0,wife,Cust29239,7,1998
325,500/1000,863,1507.87,0,wife,Cust29241,8,1998
282,100/300,1000,1556.51,0,own-child,Cust29242,7,2011
351,100/1000,692,1485.26,0,wife,Cust29243,6,1995
301,100/300,1000,1610.15,0,own-child,Cust29244,10,2006
340,100/1000,769,1495.38,0,wife,Cust29245,7,1996
306,100/300,990,1524.52,0,wife,Cust29246,9,2001
299,100/300,1000,1532.37,0,own-child,Cust29247,9,2003
65,500/300,1921,921.01,0,other-relative,Cust29248,3,2006
198,500/1000,500,1189.39,3360320,other-relative,Cust29249,5,2003
17,100/1000,500,881.68,271981,other-relative,Cust29250,5,2006
179,100/1000,500,1158.16,3046905,other-relative,Cust29252,5,2003
53,100/300,500,943.56,893033,other-relative,Cust29253,5,2005
214,100/1000,500,1218.12,3648673,other-relative,Cust29254,5,2002
108,500/1000,500,1284.59,0,other-relative,Cust29255,7,2004
138,100/1000,500,1087.25,2335187,other-relative,Cust29256,5,2004
94,250/1000,789,965.28,0,not-in-family,Cust29259,2,1997
128,500/500,684,1062.34,0,not-in-family,Cust29260,2,1999
184,250/1000,510,1223.24,0,not-in-family,Cust29261,3,2003
85,250/300,839,857.47,0,husband,Cust29265,3,1993
150,100/300,2000,-1.0,0,unmarried,Cust29267,2,2008
111,100/300,2000,990.06,0,unmarried,Cust29268,2,2007
216,100/500,2000,1053.74,0,husband,Cust29269,3,2008
217,100/300,2000,1238.38,0,not-in-family,Cust29270,3,2010
229,100/300,2000,1316.9,0,husband,Cust29273,4,2010
223,100/300,2000,1276.56,0,husband,Cust29274,3,2010
212,250/500,952,1643.75,7096218,other-relative,Cust29275,4,1992
326,500/1000,500,1150.82,4984190,own-child,Cust29276,8,1995
253,500/500,711,1393.03,7577952,other-relative,Cust29277,6,1994
271,250/1000,603,1281.03,7793135,own-child,Cust29278,7,1994
310,250/500,576,1166.44,7695061,own-child,Cust29279,9,1995
265,500/1000,640,1319.61,7719017,other-relative,Cust29280,7,1994
320,500/1000,500,1154.19,5434975,own-child,Cust29281,8,1995
396,250/500,881,1138.67,6474182,own-child,Cust29282,11,1997
329,500/1000,644,1160.26,7423377,own-child,Cust29283,9,1996
307,500/1000,1355,895.65,6000000,other-relative,Cust29285,1,2008
289,100/300,1000,1076.13,6000000,other-relative,Cust29286,1,2013
350,250/300,721,1056.4,4883083,other-relative,Cust29287,1,2009
352,250/500,676,1085.41,4702606,wife,Cust29288,1,2008
287,500/1000,1604,908.79,6000000,husband,Cust29289,2,2005
314,100/300,1261,890.66,6000000,other-relative,Cust29290,1,2009
252,100/500,1000,1242.5,6000000,other-relative,Cust29292,1,2013
21,500/300,769,1284.17,0,other-relative,Cust29293,10,1998
7,500/1000,1000,1339.11,0,other-relative,Cust29294,11,1991
8,500/1000,1000,1283.29,0,wife,Cust29295,11,1992
21,500/1000,785,1274.03,0,other-relative,Cust29297,10,1997
27,500/1000,624,1371.72,0,other-relative,Cust29298,9,2000
9,500/1000,1000,1259.29,0,other-relative,Cust29299,11,1992
11,500/1000,1000,1195.82,0,other-relative,Cust29300,11,1993
10,500/1000,1000,1227.55,0,other-relative,Cust29301,11,1993
91,250/300,2000,1458.18,0,husband,Cust29302,9,2010
88,250/300,2000,1429.97,0,husband,Cust29304,8,2012
99,100/300,539,1332.46,0,wife,Cust29305,7,2007
96,100/500,2000,1505.13,0,husband,Cust29306,10,2005
94,100/500,2000,1486.18,0,husband,Cust29307,10,2007
93,100/500,2000,1482.2,0,husband,Cust29308,9,2007
87,100/500,2000,1416.68,0,husband,Cust29309,8,2013
92,100/300,2000,1471.17,0,husband,Cust29310,9,2008
40,100/1000,1000,1212.91,0,not-in-family,Cust29311,3,2003
122,100/300,656,1265.92,0,unmarried,Cust29313,4,2012
81,500/1000,1317,1037.54,0,unmarried,Cust29314,2,2004
80,500/1000,1446,1024.13,0,own-child,Cust29315,2,2003
128,100/300,604,1295.5,0,wife,Cust29316,5,2012
96,500/300,886,1135.01,0,wife,Cust29319,2,2008
150,250/1000,2000,885.86,0,own-child,Cust29320,9,1998
134,100/1000,2000,967.87,0,own-child,Cust29324,9,1999
106,250/1000,2000,986.98,0,unmarried,Cust29325,9,1999
151,100/300,2000,1078.26,0,unmarried,Cust29327,9,2001
156,500/300,2000,1111.26,0,own-child,Cust29328,9,2002
258,500/1000,500,1136.58,0,unmarried,Cust29329,2,2002
163,250/1000,893,1046.36,0,husband,Cust29330,3,2013
196,250/500,645,1281.62,0,husband,Cust29331,1,2007
260,500/1000,500,1134.08,0,husband,Cust29332,2,2002
151,500/500,990,1010.66,0,husband,Cust29334,3,2014
150,500/500,997,1007.96,0,husband,Cust29336,3,2014
151,250/1000,993,1009.57,0,husband,Cust29337,3,2014
230,100/300,1000,1519.9,0,husband,Cust29338,5,2002
244,100/300,1000,1507.59,0,not-in-family,Cust29339,4,2002
232,100/300,1000,1517.91,0,husband,Cust29341,5,2002
240,500/300,1000,1510.81,0,husband,Cust29342,4,2002
245,250/500,671,1419.44,0,other-relative,Cust29343,3,1998
224,100/1000,1000,1524.75,0,husband,Cust29344,5,2002
224,500/300,1000,1524.33,0,husband,Cust29345,5,2002
394,100/1000,1000,1491.38,0,husband,Cust29346,4,2011
197,500/1000,950,1213.03,0,not-in-family,Cust29351,5,2005
240,100/300,1000,1382.85,0,not-in-family,Cust29353,4,2004
200,500/500,912,1227.63,0,husband,Cust29355,6,2005
437,500/1000,2000,1192.5,0,own-child,Cust29357,8,2010
476,100/300,2000,1296.16,0,own-child,Cust29358,7,1998
451,100/1000,2000,1230.2,0,own-child,Cust29359,8,2006
348,100/300,1280,1473.23,0,wife,Cust29360,3,1994
446,100/300,1817,1347.52,0,wife,Cust29361,6,1996
373,100/300,1418,1440.93,0,wife,Cust29362,4,1995
470,100/1000,2000,1280.66,0,own-child,Cust29363,7,2000
355,100/300,2000,1260.89,0,husband,Cust29364,10,1996
269,250/500,1000,1129.57,0,other-relative,Cust29366,3,1998
283,250/500,1000,1165.04,0,other-relative,Cust29367,3,1992
283,250/1000,1010,1168.35,0,other-relative,Cust29368,3,1991
255,250/500,1000,1092.87,0,other-relative,Cust29369,2,2005
183,500/500,1828,1132.27,0,husband,Cust29370,5,1998
176,500/1000,1884,1129.82,0,husband,Cust29373,5,1999
119,100/1000,1000,1144.46,1763536,wife,Cust29375,10,2006
99,100/1000,1000,1151.99,1115747,wife,Cust29376,10,2004
91,100/300,1000,1084.33,2266119,unmarried,Cust29378,7,2011
89,100/300,1000,1091.12,2075107,wife,Cust29380,8,2010
29,250/300,1000,1265.59,0,wife,Cust29382,7,2000
196,250/1000,2000,1588.74,0,other-relative,Cust29383,8,1995
170,100/300,2000,1614.73,0,other-relative,Cust29387,11,1993
196,250/1000,2000,1587.5,0,other-relative,Cust29388,8,1995
174,100/300,2000,1647.87,0,unmarried,Cust29389,10,1995
171,100/500,2000,1623.36,0,unmarried,Cust29390,10,1993
271,250/500,647,1124.61,6706835,unmarried,Cust29392,7,1992
279,500/1000,1854,1399.64,7000000,husband,Cust29393,3,1991
250,500/1000,585,1180.92,6487015,wife,Cust29394,9,1992
251,250/1000,549,1183.51,6705466,unmarried,Cust29397,8,1991
253,500/1000,512,1188.89,7000000,unmarried,Cust29399,8,1991
239,250/1000,912,1157.69,4530362,wife,Cust29400,10,1995
257,500/1000,834,1528.85,0,own-child,Cust29402,7,2012
312,250/500,1000,1602.37,0,own-child,Cust29404,6,2003
328,250/500,1000,1623.28,0,own-child,Cust29405,6,1999
250,500/1000,782,1519.48,0,own-child,Cust29406,7,2012
310,100/500,1000,1598.64,0,husband,Cust29407,6,2004
244,100/1000,740,1511.67,0,own-child,Cust29408,7,2012
278,500/1000,983,1556.18,0,own-child,Cust29409,7,2012
17,250/500,1862,1116.58,0,not-in-family,Cust29410,8,2012
18,250/500,1848,1114.5,0,unmarried,Cust29411,8,2011
83,250/500,1074,999.83,0,not-in-family,Cust29413,12,1997
18,250/500,1845,1114.09,0,not-in-family,Cust29416,8,2011
14,100/300,2000,1129.25,0,not-in-family,Cust29417,7,2009
18,250/500,1844,1113.92,0,not-in-family,Cust29418,8,2011
298,100/500,604,1301.83,0,not-in-family,Cust29419,5,1992
317,100/300,508,1306.68,0,other-relative,Cust29421,4,1992
236,100/300,1000,1262.47,0,other-relative,Cust29424,9,1996
293,100/300,1000,1192.37,0,other-relative,Cust29425,11,2001
143,100/500,1562,819.78,0,own-child,Cust29429,10,1999
114,250/500,724,930.73,0,unmarried,Cust29430,12,2007
17,500/300,1000,1120.54,0,own-child,Cust29431,11,1994
112,250/500,738,923.83,0,unmarried,Cust29432,12,2006
67,100/300,1000,882.48,0,other-relative,Cust29433,12,1999
21,100/1000,1000,1102.62,0,own-child,Cust29435,11,1995
90,250/300,951,820.06,0,unmarried,Cust29436,12,2002
269,250/500,555,1279.88,0,unmarried,Cust29439,3,1990
276,250/1000,688,1303.38,0,own-child,Cust29440,3,1990
227,250/1000,855,1487.16,0,own-child,Cust29441,4,1991
283,100/300,500,1195.01,0,own-child,Cust29442,5,1991
273,500/1000,641,1295.14,0,unmarried,Cust29443,3,1990
287,100/300,500,1176.29,0,husband,Cust29444,5,1991
277,500/1000,703,1306.18,0,unmarried,Cust29445,3,1990
109,500/300,1000,1358.75,0,own-child,Cust29450,3,2007
102,100/300,1000,1404.67,0,own-child,Cust29451,3,2006
103,100/1000,1000,1360.81,0,own-child,Cust29453,3,2007
322,100/300,1886,1285.3,5227786,husband,Cust29455,12,2011
398,100/300,2000,1354.12,2170738,husband,Cust29456,9,2008
334,250/500,1670,1274.95,5660913,own-child,Cust29457,11,2008
333,100/300,1694,1276.13,5611457,own-child,Cust29458,11,2008
373,100/300,2000,1334.69,3038094,husband,Cust29459,10,2010
442,100/300,2000,1387.89,663154,husband,Cust29460,7,2006
367,100/300,1072,1246.39,6856395,husband,Cust29461,10,1998
285,250/500,1000,1184.92,0,wife,Cust29466,9,1992
285,250/500,1000,1213.54,0,wife,Cust29467,9,1991
278,100/500,950,1194.98,0,other-relative,Cust29468,9,1992
279,250/300,957,1198.01,0,other-relative,Cust29469,9,1992
286,100/500,1000,1049.71,0,other-relative,Cust29470,8,1998
286,250/500,1000,1049.31,0,other-relative,Cust29471,8,1998
286,100/300,1000,1101.37,0,wife,Cust29472,8,1996
360,500/300,500,1413.43,0,wife,Cust29473,11,2009
373,500/1000,500,1303.17,0,wife,Cust29474,12,2004
345,100/300,646,1249.54,0,not-in-family,Cust29475,11,1998
373,500/300,527,1250.86,0,not-in-family,Cust29476,12,2001
303,100/300,823,1247.58,0,not-in-family,Cust29477,10,1995
356,100/1000,500,1447.52,0,not-in-family,Cust29478,10,2011
292,100/300,500,1383.06,0,own-child,Cust29479,11,2003
379,100/300,500,1251.64,0,not-in-family,Cust29481,12,2001
335,500/300,2000,1508.17,4870403,unmarried,Cust29482,4,2004
283,500/1000,2000,1490.91,2930907,husband,Cust29484,4,2005
237,100/1000,2000,1417.19,4213090,other-relative,Cust29485,2,2007
324,500/1000,1669,1449.24,3343820,unmarried,Cust29487,5,2001
245,500/1000,2000,1472.26,1833943,unmarried,Cust29488,4,2007
349,100/1000,2000,1521.76,4968565,other-relative,Cust29490,4,2003
301,100/300,635,1290.39,0,not-in-family,Cust29491,11,2003
344,100/500,983,1028.92,0,own-child,Cust29492,11,2005
327,250/300,1000,1071.44,0,other-relative,Cust29494,10,2005
310,100/500,1000,1117.12,0,other-relative,Cust29496,9,2005
311,100/500,720,1228.92,0,husband,Cust29497,11,2003
382,250/500,713,1036.53,0,own-child,Cust29498,9,2003
197,100/300,1704,1321.85,0,wife,Cust29500,1,2009
200,100/300,1767,1300.88,0,own-child,Cust29501,1,2009
192,250/300,1000,1189.38,0,own-child,Cust29502,2,2002
168,500/300,1000,1539.06,0,husband,Cust29503,1,2006
165,500/1000,1000,1502.07,0,own-child,Cust29504,1,2007
168,500/300,1000,1541.23,0,own-child,Cust29505,1,2005
186,100/300,1418,1417.09,0,wife,Cust29506,1,2007
207,100/300,1957,1237.58,0,own-child,Cust29507,1,2010
184,100/300,1000,1318.58,0,own-child,Cust29508,2,2003
292,500/1000,2000,1225.41,0,not-in-family,Cust29509,6,1997
203,500/500,2000,1324.4,0,not-in-family,Cust29510,8,1994
297,500/500,2000,1494.73,0,wife,Cust29511,4,1994
335,500/300,2000,1538.39,0,not-in-family,Cust29512,2,1994
297,500/500,1330,1581.3,0,not-in-family,Cust29513,5,1996
321,500/500,2000,1537.84,0,wife,Cust29515,3,1994
335,100/1000,2000,1543.35,0,not-in-family,Cust29516,2,1994
250,100/300,2000,1083.84,0,wife,Cust29518,3,1993
252,500/300,2000,1211.48,0,other-relative,Cust29519,1,1995
248,100/300,2000,1067.13,0,not-in-family,Cust29520,3,1992
278,100/300,2000,1195.94,0,husband,Cust29522,2,2000
248,500/300,2000,1233.17,0,wife,Cust29523,2,1995
247,100/300,2000,1062.86,0,wife,Cust29524,4,1992
228,500/1000,2000,1340.67,0,other-relative,Cust29525,2,1993
255,100/300,2000,1137.63,0,not-in-family,Cust29526,2,1995
352,500/1000,2000,1445.56,0,husband,Cust29527,6,2002
369,250/500,2000,1440.72,0,husband,Cust29528,6,2001
329,500/500,2000,1451.94,0,husband,Cust29529,7,2002
234,250/500,2000,1444.14,0,husband,Cust29530,7,2004
340,250/1000,2000,1448.83,0,husband,Cust29535,7,2002
437,250/500,500,1247.25,0,other-relative,Cust29536,11,2011
437,250/500,539,1282.78,0,other-relative,Cust29537,11,2010
428,250/500,500,1173.61,0,other-relative,Cust29541,10,2008
426,100/300,655,1303.76,0,other-relative,Cust29542,11,2006
437,250/500,529,1280.96,0,other-relative,Cust29543,11,2011
230,250/300,2000,1178.42,0,wife,Cust29545,6,2002
268,250/300,2000,1078.98,0,other-relative,Cust29547,12,2007
231,100/500,2000,1229.37,0,not-in-family,Cust29550,5,2007
230,250/300,2000,1085.4,0,wife,Cust29551,6,2001
263,100/300,2000,1069.78,0,unmarried,Cust29552,11,2006
231,250/500,2000,1306.47,0,not-in-family,Cust29553,4,2009
113,250/1000,500,1341.72,4000000,wife,Cust29555,1,2008
209,100/300,937,1111.61,504984,other-relative,Cust29556,5,2002
142,500/1000,712,1153.7,4423253,wife,Cust29557,1,1999
141,500/1000,633,1131.07,4265293,own-child,Cust29558,1,2000
188,500/1000,806,1106.07,1548956,other-relative,Cust29559,4,2002
119,250/500,500,1286.99,4000000,wife,Cust29560,1,2007
113,500/1000,500,1348.19,4000000,wife,Cust29561,1,2009
112,250/1000,500,1358.09,4000000,husband,Cust29562,1,2009
257,250/500,820,1266.4,6281776,not-in-family,Cust29563,8,2013
236,250/1000,1000,1393.7,6735902,unmarried,Cust29564,10,2013
258,250/500,810,1262.89,6239078,other-relative,Cust29565,8,2013
322,250/1000,1633,1365.73,7000000,wife,Cust29566,12,2012
231,250/500,1000,1517.33,6257574,unmarried,Cust29567,7,2014
288,250/500,1373,1349.17,7000000,wife,Cust29568,11,2013
228,500/500,1000,1582.71,6004659,unmarried,Cust29569,6,2014
282,250/500,581,1187.57,5322859,not-in-family,Cust29570,5,2013
233,250/1000,1000,1473.45,6427356,other-relative,Cust29571,8,2014
107,100/300,2000,1042.34,0,husband,Cust29572,1,2008
99,500/1000,2000,1161.42,0,husband,Cust29573,1,2003
129,500/300,2000,1165.34,0,other-relative,Cust29574,3,2011
146,100/1000,2000,1233.19,0,husband,Cust29575,4,2013
101,500/1000,2000,-1.0,0,husband,Cust29577,2,2002
194,100/300,2000,1196.77,0,wife,Cust29578,1,2010
128,100/300,2000,1159.57,0,other-relative,Cust29579,3,2011
137,100/300,2000,1195.77,0,other-relative,Cust29580,3,2012
51,500/300,1000,1176.27,0,unmarried,Cust29581,2,2004
80,500/1000,1000,1081.83,0,not-in-family,Cust29584,1,2006
9,500/300,1000,1337.35,0,wife,Cust29585,2,2009
51,500/1000,1000,1175.4,0,unmarried,Cust29586,2,2004
60,500/300,1000,-1.0,0,unmarried,Cust29587,2,2004
23,100/300,1000,1278.07,0,not-in-family,Cust29588,3,2006
45,100/300,1000,1196.13,0,unmarried,Cust29589,3,2003
117,250/300,1000,1017.56,0,not-in-family,Cust29590,7,2012
122,100/500,1000,1004.06,0,own-child,Cust29591,7,2012
128,250/500,832,1094.88,0,own-child,Cust29593,7,2010
76,100/500,1000,1129.63,0,own-child,Cust29595,8,2010
124,250/500,588,1264.7,0,wife,Cust29596,8,2006
129,500/500,1906,932.04,0,own-child,Cust29598,5,2008
250,100/500,1352,1242.54,0,wife,Cust29599,6,2004
273,100/300,2000,1288.69,0,other-relative,Cust29600,5,1998
254,100/500,1229,1246.62,0,other-relative,Cust29602,6,2004
274,100/300,2000,1288.94,0,wife,Cust29603,5,1998
294,100/300,2000,1321.2,0,wife,Cust29604,5,1996
257,100/300,2000,1262.43,0,other-relative,Cust29605,6,2000
142,250/1000,880,1043.01,0,other-relative,Cust29608,10,2000
131,500/1000,937,1049.53,0,not-in-family,Cust29609,10,2001
139,500/500,894,1044.58,0,not-in-family,Cust29610,10,2000
182,500/1000,657,1017.42,0,other-relative,Cust29611,11,1999
177,500/500,681,1020.25,0,other-relative,Cust29613,11,1999
151,250/500,830,1037.23,0,not-in-family,Cust29614,11,2000
